"indicateurs","zones","regions","Unit","Date","Value"
"Taux d'urbanisation","Région","Thiès","","2002","42.6577920865219"
"Taux d'urbanisation","Région","Thiès","","2003","43.3492153883701"
"Taux d'urbanisation","Région","Thiès","","2004","43.8614073969982"
"Taux d'urbanisation","Région","Thiès","","2005","44.3796467740133"
"Taux d'urbanisation","Région","Thiès","","2006","44.9040019568546"
"Taux d'urbanisation","Région","Thiès","","2007","45.4345647250085"
"Taux d'urbanisation","Région","Thiès","","2008","45.9713934949837"
"Taux d'urbanisation","Région","Thiès","","2009","46.5145645946845"
"Taux d'urbanisation","Région","Thiès","","2010","47.0641735126538"
"Taux d'urbanisation","Région","Thiès","","2011","47.6203009426736"
"Taux d'urbanisation","Région","Thiès","","2012","48.1830076321146"
"Taux d'urbanisation","Région","Thiès","","2013","48.7522807770742"
"Taux d'urbanisation","Région","Thiès","","2014","49.4999907526575"
"Taux d'urbanisation","Région","Thiès","","2015","50.1000094743032"
"Taux d'urbanisation","Région","Thiès","","2016","50.600010610085"
"Taux d'urbanisation","Région","Thiès","","2017","51.2000028069655"
"Taux d'urbanisation","Région","Thiès","","2018","51.7000005854333"
"Taux d'urbanisation","Région","Ziguinchor","","1970","26.5"
"Taux d'urbanisation","Région","Ziguinchor","","1971","27"
"Taux d'urbanisation","Région","Ziguinchor","","1972","27.5"
"Taux d'urbanisation","Région","Ziguinchor","","1973","28"
"Taux d'urbanisation","Région","Ziguinchor","","1974","28.6"
"Taux d'urbanisation","Région","Ziguinchor","","1975","29.1"
"Taux d'urbanisation","Région","Ziguinchor","","1976","29.7"
"Taux d'urbanisation","Région","Ziguinchor","","1977","30.5"
"Taux d'urbanisation","Région","Ziguinchor","","1978","31.1"
"Taux d'urbanisation","Région","Ziguinchor","","1979","31.7"
"Taux d'urbanisation","Région","Ziguinchor","","1980","32.3"
"Taux d'urbanisation","Région","Ziguinchor","","1981","33"
"Taux d'urbanisation","Région","Ziguinchor","","1982","33.6"
"Taux d'urbanisation","Région","Ziguinchor","","1983","34.2"
"Taux d'urbanisation","Région","Ziguinchor","","1984","34.9"
"Taux d'urbanisation","Région","Ziguinchor","","1985","35.6"
"Taux d'urbanisation","Région","Ziguinchor","","1986","36.3"
"Taux d'urbanisation","Région","Ziguinchor","","1987","37"
"Taux d'urbanisation","Région","Ziguinchor","","1988","37.7"
"Taux d'urbanisation","Région","Ziguinchor","","1989","38.3"
"Taux d'urbanisation","Région","Ziguinchor","","1990","38.9"
"Taux d'urbanisation","Région","Ziguinchor","","1991","39.5"
"Taux d'urbanisation","Région","Ziguinchor","","1992","40.2"
"Taux d'urbanisation","Région","Ziguinchor","","1993","40.8"
"Taux d'urbanisation","Région","Ziguinchor","","1994","41.4"
"Taux d'urbanisation","Région","Ziguinchor","","1995","42.1"
"Taux d'urbanisation","Région","Ziguinchor","","1996","42.7"
"Taux d'urbanisation","Région","Ziguinchor","","1997","43.4"
"Taux d'urbanisation","Région","Ziguinchor","","1998","44.1"
"Taux d'urbanisation","Région","Ziguinchor","","1999","44.8"
"Taux d'urbanisation","Région","Ziguinchor","","2000","45.5"
"Taux d'urbanisation","Région","Ziguinchor","","2001","46.2"
"Taux d'urbanisation","Région","Ziguinchor","","2002","46.9"
"Taux d'urbanisation","Région","Ziguinchor","","2003","46.8"
"Taux d'urbanisation","Région","Ziguinchor","","2004","46.7"
"Taux d'urbanisation","Région","Ziguinchor","","2005","46.6"
"Taux d'urbanisation","Région","Ziguinchor","","2006","46.5"
"Taux d'urbanisation","Région","Ziguinchor","","2007","46.5"
"Taux d'urbanisation","Région","Ziguinchor","","2008","46.4"
"Taux d'urbanisation","Région","Ziguinchor","","2009","46.3"
"Taux d'urbanisation","Région","Ziguinchor","","2010","46.2"
"Taux d'urbanisation","Région","Ziguinchor","","2011","46.1"
"Taux d'urbanisation","Région","Ziguinchor","","2012","46"
"Taux d'urbanisation","Région","Ziguinchor","","2013","45.9"
"Taux d'urbanisation","Région","Ziguinchor","","2014","46.4"
"Taux d'urbanisation","Région","Ziguinchor","","2015","46.9"
"Taux d'urbanisation","Région","Ziguinchor","","2016","47.3"
"Taux d'urbanisation","Région","Ziguinchor","","2017","47.8"
"Taux d'urbanisation","Région","Ziguinchor","","2018","48.2"
"Repartition des ménages par zones","Urban","SENEGAL","","1968","168604.38802082"
"Repartition des ménages par zones","Urban","SENEGAL","","1969","175018.807484996"
"Repartition des ménages par zones","Urban","SENEGAL","","1970","181688.303970955"
"Repartition des ménages par zones","Urban","SENEGAL","","1971","188623.248054434"
"Repartition des ménages par zones","Urban","SENEGAL","","1972","195834.441126853"
"Repartition des ménages par zones","Urban","SENEGAL","","1973","203333.133633098"
"Repartition des ménages par zones","Urban","SENEGAL","","1974","211154.478643248"
"Repartition des ménages par zones","Urban","SENEGAL","","1975","219287.087458587"
"Repartition des ménages par zones","Urban","SENEGAL","","1976","227743.354729487"
"Repartition des ménages par zones","Urban","SENEGAL","","1977","234882.832658913"
"Repartition des ménages par zones","Urban","SENEGAL","","1978","242256.954751652"
"Repartition des ménages par zones","Urban","SENEGAL","","1979","249873.580166639"
"Repartition des ménages par zones","Urban","SENEGAL","","1980","257740.835798622"
"Repartition des ménages par zones","Urban","SENEGAL","","1981","265867.125486064"
"Repartition des ménages par zones","Urban","SENEGAL","","1982","274261.139539134"
"Repartition des ménages par zones","Urban","SENEGAL","","1983","282931.864598975"
"Repartition des ménages par zones","Urban","SENEGAL","","1984","291888.593839805"
"Repartition des ménages par zones","Urban","SENEGAL","","1985","301140.937525841"
"Repartition des ménages par zones","Urban","SENEGAL","","1986","310698.833935453"
"Repartition des ménages par zones","Urban","SENEGAL","","1987","320572.560665374"
"Repartition des ménages par zones","Urban","SENEGAL","","1988","331237.612574835"
"Repartition des ménages par zones","Urban","SENEGAL","","1989","343237.235749151"
"Repartition des ménages par zones","Urban","SENEGAL","","1990","364245.781874377"
"Repartition des ménages par zones","Urban","SENEGAL","","1991","377231.437053977"
"Repartition des ménages par zones","Urban","SENEGAL","","1992","395169.333900914"
"Repartition des ménages par zones","Urban","SENEGAL","","1993","409980.407460486"
"Repartition des ménages par zones","Urban","SENEGAL","","1994","425277.971289307"
"Repartition des ménages par zones","Urban","SENEGAL","","1995","439743.014101936"
"Repartition des ménages par zones","Urban","SENEGAL","","1996","465426.908333753"
"Repartition des ménages par zones","Urban","SENEGAL","","1997","482318.483526653"
"Repartition des ménages par zones","Urban","SENEGAL","","1998","499827.248838463"
"Repartition des ménages par zones","Urban","SENEGAL","","1999","518920.084066858"
"Repartition des ménages par zones","Urban","SENEGAL","","2000","537424.271006759"
"Repartition des ménages par zones","Urban","SENEGAL","","2001","543366.75"
"Repartition des ménages par zones","Urban","SENEGAL","","2002","504202"
"Repartition des ménages par zones","Urban","SENEGAL","","2003","521853.898653323"
"Repartition des ménages par zones","Urban","SENEGAL","","2004","540123.782808622"
"Repartition des ménages par zones","Urban","SENEGAL","","2005","559033.287876803"
"Repartition des ménages par zones","Urban","SENEGAL","","2006","578604.806715354"
"Repartition des ménages par zones","Urban","SENEGAL","","2007","598861.516146227"
"Repartition des ménages par zones","Urban","SENEGAL","","2008","619827.404402102"
"Repartition des ménages par zones","Urban","SENEGAL","","2009","641527.299533533"
"Repartition des ménages par zones","Urban","SENEGAL","","2010","663986.898810621"
"Repartition des ménages par zones","Urban","SENEGAL","","2011","687232.799154013"
"Repartition des ménages par zones","Urban","SENEGAL","","2012","711292.528631298"
"Repartition des ménages par zones","Urban","SENEGAL","","2013","853760"
"Repartition des ménages par zones","Urban","SENEGAL","","2014","888433.905342132"
"Repartition des ménages par zones","Urban","SENEGAL","","2015","920261.245369872"
"Repartition des ménages par zones","Urban","SENEGAL","","2016","952907.952716228"
"Repartition des ménages par zones","Urban","SENEGAL","","2017","986658.151879769"
"Repartition des ménages par zones","Urban","SENEGAL","","2018","1021022.42875671"
"Repartition des ménages par zones","Urban","Dakar","","1968","90787"
"Repartition des ménages par zones","Urban","Dakar","","1969","94259"
"Repartition des ménages par zones","Urban","Dakar","","1970","97872"
"Repartition des ménages par zones","Urban","Dakar","","1971","101632"
"Repartition des ménages par zones","Urban","Dakar","","1972","105546"
"Repartition des ménages par zones","Urban","Dakar","","1973","109620"
"Repartition des ménages par zones","Urban","Dakar","","1974","114398"
"Repartition des ménages par zones","Urban","Dakar","","1975","119385"
"Repartition des ménages par zones","Urban","Dakar","","1976","124593"
"Repartition des ménages par zones","Urban","Dakar","","1977","128786"
"Repartition des ménages par zones","Urban","Dakar","","1978","133123"
"Repartition des ménages par zones","Urban","Dakar","","1979","137608"
"Repartition des ménages par zones","Urban","Dakar","","1980","142247"
"Repartition des ménages par zones","Urban","Dakar","","1981","147046"
"Repartition des ménages par zones","Urban","Dakar","","1982","152008"
"Repartition des ménages par zones","Urban","Dakar","","1983","157141"
"Repartition des ménages par zones","Urban","Dakar","","1984","162451"
"Repartition des ménages par zones","Urban","Dakar","","1985","167942"
"Repartition des ménages par zones","Urban","Dakar","","1986","173622"
"Repartition des ménages par zones","Urban","Dakar","","1987","179497"
"Repartition des ménages par zones","Urban","Dakar","","1988","185574"
"Repartition des ménages par zones","Urban","Dakar","","1989","191987"
"Repartition des ménages par zones","Urban","Dakar","","1990","198607"
"Repartition des ménages par zones","Urban","Dakar","","1991","205434"
"Repartition des ménages par zones","Urban","Dakar","","1992","215988"
"Repartition des ménages par zones","Urban","Dakar","","1993","224210"
"Repartition des ménages par zones","Urban","Dakar","","1994","232705"
"Repartition des ménages par zones","Urban","Dakar","","1995","240113"
"Repartition des ménages par zones","Urban","Dakar","","1996","249140"
"Repartition des ménages par zones","Urban","Dakar","","1997","258463"
"Repartition des ménages par zones","Urban","Dakar","","1998","268087"
"Repartition des ménages par zones","Urban","Dakar","","1999","278013"
"Repartition des ménages par zones","Urban","Dakar","","2000","288234"
"Repartition des ménages par zones","Urban","Dakar","","2001","291280"
"Repartition des ménages par zones","Urban","Dakar","","2002","286987"
"Repartition des ménages par zones","Urban","Dakar","","2003","299917"
"Repartition des ménages par zones","Urban","Dakar","","2004","313430"
"Repartition des ménages par zones","Urban","Dakar","","2005","327552"
"Repartition des ménages par zones","Urban","Dakar","","2006","342310"
"Repartition des ménages par zones","Urban","Dakar","","2007","357733"
"Repartition des ménages par zones","Urban","Dakar","","2008","373851"
"Repartition des ménages par zones","Urban","Dakar","","2009","390696"
"Repartition des ménages par zones","Urban","Dakar","","2010","408299"
"Repartition des ménages par zones","Urban","Dakar","","2011","426695"
"Repartition des ménages par zones","Urban","Dakar","","2012","445920"
"Repartition des ménages par zones","Urban","Dakar","","2013","482479"
"Repartition des ménages par zones","Urban","Dakar","","2014","496945"
"Repartition des ménages par zones","Urban","Dakar","","2015","511889"
"Repartition des ménages par zones","Urban","Dakar","","2016","527055"
"Repartition des ménages par zones","Urban","Dakar","","2017","542413"
"Repartition des ménages par zones","Urban","Dakar","","2018","557939"
"Repartition des ménages par zones","Urban","Diourbel","","1970","10099"
"Repartition des ménages par zones","Urban","Diourbel","","1971","10553"
"Repartition des ménages par zones","Urban","Diourbel","","1972","11028"
"Repartition des ménages par zones","Urban","Diourbel","","1973","11524"
"Repartition des ménages par zones","Urban","Diourbel","","1974","11859"
"Repartition des ménages par zones","Urban","Diourbel","","1975","12207"
"Repartition des ménages par zones","Urban","Diourbel","","1976","12568"
"Repartition des ménages par zones","Urban","Diourbel","","1977","12798"
"Repartition des ménages par zones","Urban","Diourbel","","1978","13034"
"Repartition des ménages par zones","Urban","Diourbel","","1979","13278"
"Repartition des ménages par zones","Urban","Diourbel","","1980","13529"
"Repartition des ménages par zones","Urban","Diourbel","","1981","13788"
"Repartition des ménages par zones","Urban","Diourbel","","1982","14054"
"Repartition des ménages par zones","Urban","Diourbel","","1983","14327"
"Repartition des ménages par zones","Urban","Diourbel","","1984","14609"
"Repartition des ménages par zones","Urban","Diourbel","","1985","14899"
"Repartition des ménages par zones","Urban","Diourbel","","1986","15197"
"Repartition des ménages par zones","Urban","Diourbel","","1987","15504"
"Repartition des ménages par zones","Urban","Diourbel","","1988","15819"
"Repartition des ménages par zones","Urban","Diourbel","","1989","16555"
"Repartition des ménages par zones","Urban","Diourbel","","1990","17274"
"Repartition des ménages par zones","Urban","Diourbel","","1991","17983"
"Repartition des ménages par zones","Urban","Diourbel","","1992","18977"
"Repartition des ménages par zones","Urban","Diourbel","","1993","19615"
"Repartition des ménages par zones","Urban","Diourbel","","1994","20270"
"Repartition des ménages par zones","Urban","Diourbel","","1995","20948"
"Repartition des ménages par zones","Urban","Diourbel","","1996","21525"
"Repartition des ménages par zones","Urban","Diourbel","","1997","22237"
"Repartition des ménages par zones","Urban","Diourbel","","1998","22969"
"Repartition des ménages par zones","Urban","Diourbel","","1999","23720"
"Repartition des ménages par zones","Urban","Diourbel","","2000","24490"
"Repartition des ménages par zones","Urban","Diourbel","","2001","22752"
"Repartition des ménages par zones","Urban","Diourbel","","2002","17716"
"Repartition des ménages par zones","Urban","Diourbel","","2003","18415"
"Repartition des ménages par zones","Urban","Diourbel","","2004","19142"
"Repartition des ménages par zones","Urban","Diourbel","","2005","19897"
"Repartition des ménages par zones","Urban","Diourbel","","2006","20682"
"Repartition des ménages par zones","Urban","Diourbel","","2007","21498"
"Repartition des ménages par zones","Urban","Diourbel","","2008","22346"
"Repartition des ménages par zones","Urban","Diourbel","","2009","23228"
"Repartition des ménages par zones","Urban","Diourbel","","2010","24144"
"Repartition des ménages par zones","Urban","Diourbel","","2011","25097"
"Repartition des ménages par zones","Urban","Diourbel","","2012","26087"
"Repartition des ménages par zones","Urban","Diourbel","","2013","25628"
"Repartition des ménages par zones","Urban","Diourbel","","2014","26553"
"Repartition des ménages par zones","Urban","Diourbel","","2015","27378"
"Repartition des ménages par zones","Urban","Diourbel","","2016","28409"
"Repartition des ménages par zones","Urban","Diourbel","","2017","29302"
"Repartition des ménages par zones","Urban","Diourbel","","2018","30229"
"Repartition des ménages par zones","Urban","Fatick","","1970","4364.55648939831"
"Repartition des ménages par zones","Urban","Fatick","","1971","4560.96153142124"
"Repartition des ménages par zones","Urban","Fatick","","1972","4766.20480033519"
"Repartition des ménages par zones","Urban","Fatick","","1973","4980.68401635028"
"Repartition des ménages par zones","Urban","Fatick","","1974","5132.23769832189"
"Repartition des ménages par zones","Urban","Fatick","","1975","5289.43138342373"
"Repartition des ménages par zones","Urban","Fatick","","1976","5452.47093023256"
"Repartition des ménages par zones","Urban","Fatick","","1977","5549.76503001912"
"Repartition des ménages par zones","Urban","Fatick","","1978","5649.80735624128"
"Repartition des ménages par zones","Urban","Fatick","","1979","5752.65657560697"
"Repartition des ménages par zones","Urban","Fatick","","1980","5858.37352618741"
"Repartition des ménages par zones","Urban","Fatick","","1981","5967.0212417075"
"Repartition des ménages par zones","Urban","Fatick","","1982","6078.66497907807"
"Repartition des ménages par zones","Urban","Fatick","","1983","6193.37224904723"
"Repartition des ménages par zones","Urban","Fatick","","1984","6311.21284986512"
"Repartition des ménages par zones","Urban","Fatick","","1985","6432.25890387174"
"Repartition des ménages par zones","Urban","Fatick","","1986","6556.58489693108"
"Repartition des ménages par zones","Urban","Fatick","","1987","6684.26772064756"
"Repartition des ménages par zones","Urban","Fatick","","1988","6815.375"
"Repartition des ménages par zones","Urban","Fatick","","1989","7038.9465615"
"Repartition des ménages par zones","Urban","Fatick","","1990","8009.08851378597"
"Repartition des ménages par zones","Urban","Fatick","","1991","8278.16750402362"
"Repartition des ménages par zones","Urban","Fatick","","1992","8554.33212042356"
"Repartition des ménages par zones","Urban","Fatick","","1993","8838.76546495857"
"Repartition des ménages par zones","Urban","Fatick","","1994","9131.53177481656"
"Repartition des ménages par zones","Urban","Fatick","","1995","9434.0681907604"
"Repartition des ménages par zones","Urban","Fatick","","1996","12268.3594995818"
"Repartition des ménages par zones","Urban","Fatick","","1997","12650.7876254683"
"Repartition des ménages par zones","Urban","Fatick","","1998","13085.6242749"
"Repartition des ménages par zones","Urban","Fatick","","1999","13489.8953478844"
"Repartition des ménages par zones","Urban","Fatick","","2000","13904.3141460007"
"Repartition des ménages par zones","Urban","Fatick","","2001","9087.44444444445"
"Repartition des ménages par zones","Urban","Fatick","","2002","9226"
"Repartition des ménages par zones","Urban","Fatick","","2003","9365.74033833794"
"Repartition des ménages par zones","Urban","Fatick","","2004","9507.59723446461"
"Repartition des ménages par zones","Urban","Fatick","","2005","9651.60274653105"
"Repartition des ménages par zones","Urban","Fatick","","2006","9797.78941825267"
"Repartition des ménages par zones","Urban","Fatick","","2007","9946.19028626379"
"Repartition des ménages par zones","Urban","Fatick","","2008","10096.8388875835"
"Repartition des ménages par zones","Urban","Fatick","","2009","10249.7692671949"
"Repartition des ménages par zones","Urban","Fatick","","2010","10405.0159857386"
"Repartition des ménages par zones","Urban","Fatick","","2011","10562.6141273231"
"Repartition des ménages par zones","Urban","Fatick","","2012","10722.5993074537"
"Repartition des ménages par zones","Urban","Fatick","","2013","13205"
"Repartition des ménages par zones","Urban","Fatick","","2014","14366.7971472273"
"Repartition des ménages par zones","Urban","Fatick","","2015","15020.7786295468"
"Repartition des ménages par zones","Urban","Fatick","","2016","15708.4631049245"
"Repartition des ménages par zones","Urban","Fatick","","2017","16431.8823140765"
"Repartition des ménages par zones","Urban","Fatick","","2018","17193.4265401986"
"Repartition des ménages par zones","Urban","Kaffrine","","2008","8943.87119218442"
"Repartition des ménages par zones","Urban","Kaffrine","","2009","9034.71730354677"
"Repartition des ménages par zones","Urban","Kaffrine","","2010","9126.48617148424"
"Repartition des ménages par zones","Urban","Kaffrine","","2011","9219.18716876672"
"Repartition des ménages par zones","Urban","Kaffrine","","2012","9312.8297633667"
"Repartition des ménages par zones","Urban","Kaffrine","","2013","9081"
"Repartition des ménages par zones","Urban","Kaffrine","","2014","10071.823736274"
"Repartition des ménages par zones","Urban","Kaffrine","","2015","10701.3193288075"
"Repartition des ménages par zones","Urban","Kaffrine","","2016","11361.5865016244"
"Repartition des ménages par zones","Urban","Kaffrine","","2017","12053.8941858705"
"Repartition des ménages par zones","Urban","Kaffrine","","2018","12779.6170569536"
"Repartition des ménages par zones","Urban","Kaolack","","1970","14019"
"Repartition des ménages par zones","Urban","Kaolack","","1971","14649"
"Repartition des ménages par zones","Urban","Kaolack","","1972","15309"
"Repartition des ménages par zones","Urban","Kaolack","","1973","15997"
"Repartition des ménages par zones","Urban","Kaolack","","1974","16526"
"Repartition des ménages par zones","Urban","Kaolack","","1975","17074"
"Repartition des ménages par zones","Urban","Kaolack","","1976","17642"
"Repartition des ménages par zones","Urban","Kaolack","","1977","18038"
"Repartition des ménages par zones","Urban","Kaolack","","1978","18446"
"Repartition des ménages par zones","Urban","Kaolack","","1979","18864"
"Repartition des ménages par zones","Urban","Kaolack","","1980","19295"
"Repartition des ménages par zones","Urban","Kaolack","","1981","19738"
"Repartition des ménages par zones","Urban","Kaolack","","1982","20193"
"Repartition des ménages par zones","Urban","Kaolack","","1983","20660"
"Repartition des ménages par zones","Urban","Kaolack","","1984","21141"
"Repartition des ménages par zones","Urban","Kaolack","","1985","21636"
"Repartition des ménages par zones","Urban","Kaolack","","1986","22144"
"Repartition des ménages par zones","Urban","Kaolack","","1987","22667"
"Repartition des ménages par zones","Urban","Kaolack","","1988","23204"
"Repartition des ménages par zones","Urban","Kaolack","","1989","24100"
"Repartition des ménages par zones","Urban","Kaolack","","1990","26335"
"Repartition des ménages par zones","Urban","Kaolack","","1991","27315"
"Repartition des ménages par zones","Urban","Kaolack","","1992","29042"
"Repartition des ménages par zones","Urban","Kaolack","","1993","30109"
"Repartition des ménages par zones","Urban","Kaolack","","1994","31209"
"Repartition des ménages par zones","Urban","Kaolack","","1995","32351"
"Repartition des ménages par zones","Urban","Kaolack","","1996","35093"
"Repartition des ménages par zones","Urban","Kaolack","","1997","36227"
"Repartition des ménages par zones","Urban","Kaolack","","1998","37436"
"Repartition des ménages par zones","Urban","Kaolack","","1999","39771"
"Repartition des ménages par zones","Urban","Kaolack","","2000","41028"
"Repartition des ménages par zones","Urban","Kaolack","","2001","36090"
"Repartition des ménages par zones","Urban","Kaolack","","2002","28506"
"Repartition des ménages par zones","Urban","Kaolack","","2003","28422"
"Repartition des ménages par zones","Urban","Kaolack","","2004","28339"
"Repartition des ménages par zones","Urban","Kaolack","","2005","28255"
"Repartition des ménages par zones","Urban","Kaolack","","2006","28172"
"Repartition des ménages par zones","Urban","Kaolack","","2007","28089"
"Repartition des ménages par zones","Urban","Kaolack","","2008","28007"
"Repartition des ménages par zones","Urban","Kaolack","","2009","27924"
"Repartition des ménages par zones","Urban","Kaolack","","2010","27842"
"Repartition des ménages par zones","Urban","Kaolack","","2011","27760"
"Repartition des ménages par zones","Urban","Kaolack","","2012","27679"
"Repartition des ménages par zones","Urban","Kaolack","","2013","40148"
"Repartition des ménages par zones","Urban","Kaolack","","2014","42153"
"Repartition des ménages par zones","Urban","Kaolack","","2015","43952"
"Repartition des ménages par zones","Urban","Kaolack","","2016","45823"
"Repartition des ménages par zones","Urban","Kaolack","","2017","47771"
"Repartition des ménages par zones","Urban","Kaolack","","2018","49794"
"Repartition des ménages par zones","Urban","Kédougou","","2008","3548.48672277052"
"Repartition des ménages par zones","Urban","Kédougou","","2009","3727.60656082693"
"Repartition des ménages par zones","Urban","Kédougou","","2010","3592.61118546795"
"Repartition des ménages par zones","Urban","Kédougou","","2011","3772.52159122807"
"Repartition des ménages par zones","Urban","Kédougou","","2012","3898.91291888451"
"Repartition des ménages par zones","Urban","Kédougou","","2013","5388"
"Repartition des ménages par zones","Urban","Kédougou","","2014","5836.37785120443"
"Repartition des ménages par zones","Urban","Kédougou","","2015","6076.28799829461"
"Repartition des ménages par zones","Urban","Kédougou","","2016","6350.22489874227"
"Repartition des ménages par zones","Urban","Kédougou","","2017","6636.65263270092"
"Repartition des ménages par zones","Urban","Kédougou","","2018","6910.58953314858"
"Repartition des ménages par zones","Urban","Kolda","","1970","3867.32771016572"
"Repartition des ménages par zones","Urban","Kolda","","1971","4041.35745712318"
"Repartition des ménages par zones","Urban","Kolda","","1972","4223.21854269372"
"Repartition des ménages par zones","Urban","Kolda","","1973","4413.26337711494"
"Repartition des ménages par zones","Urban","Kolda","","1974","4595.5206002841"
"Repartition des ménages par zones","Urban","Kolda","","1975","4785.36467945118"
"Repartition des ménages par zones","Urban","Kolda","","1976","4983.11345646438"
"Repartition des ménages par zones","Urban","Kolda","","1977","5175.96899631902"
"Repartition des ménages par zones","Urban","Kolda","","1978","5376.35447069348"
"Repartition des ménages par zones","Urban","Kolda","","1979","5584.56593999045"
"Repartition des ménages par zones","Urban","Kolda","","1980","5800.91117204808"
"Repartition des ménages par zones","Urban","Kolda","","1981","6025.71010734314"
"Repartition des ménages par zones","Urban","Kolda","","1982","6259.29534275605"
"Repartition des ménages par zones","Urban","Kolda","","1983","6502.01263464132"
"Repartition des ménages par zones","Urban","Kolda","","1984","6754.22142197624"
"Repartition des ménages par zones","Urban","Kolda","","1985","7016.29537039239"
"Repartition des ménages par zones","Urban","Kolda","","1986","7288.62293792622"
"Repartition des ménages par zones","Urban","Kolda","","1987","7571.60796335907"
"Repartition des ménages par zones","Urban","Kolda","","1988","7865.69620253165"
"Repartition des ménages par zones","Urban","Kolda","","1989","8197.21956607595"
"Repartition des ménages par zones","Urban","Kolda","","1990","10169.6078250307"
"Repartition des ménages par zones","Urban","Kolda","","1991","8897.17112299611"
"Repartition des ménages par zones","Urban","Kolda","","1992","10962.9888031104"
"Repartition des ménages par zones","Urban","Kolda","","1993","11379.1837279218"
"Repartition des ménages par zones","Urban","Kolda","","1994","11809.4566557981"
"Repartition des ménages par zones","Urban","Kolda","","1995","12256.958998465"
"Repartition des ménages par zones","Urban","Kolda","","1996","12656.6266310073"
"Repartition des ménages par zones","Urban","Kolda","","1997","13129.4953873242"
"Repartition des ménages par zones","Urban","Kolda","","1998","13618.201959912"
"Repartition des ménages par zones","Urban","Kolda","","1999","14122.5434543967"
"Repartition des ménages par zones","Urban","Kolda","","2000","14642.0656199837"
"Repartition des ménages par zones","Urban","Kolda","","2001","12936.625"
"Repartition des ménages par zones","Urban","Kolda","","2002","12320"
"Repartition des ménages par zones","Urban","Kolda","","2003","12128.4265823707"
"Repartition des ménages par zones","Urban","Kolda","","2004","11939.8320912301"
"Repartition des ménages par zones","Urban","Kolda","","2005","15287.9229130515"
"Repartition des ménages par zones","Urban","Kolda","","2006","15471.4754429419"
"Repartition des ménages par zones","Urban","Kolda","","2007","15642.6006370157"
"Repartition des ménages par zones","Urban","Kolda","","2008","15801.7032131848"
"Repartition des ménages par zones","Urban","Kolda","","2009","15949.1770201251"
"Repartition des ménages par zones","Urban","Kolda","","2010","14760.7248669753"
"Repartition des ménages par zones","Urban","Kolda","","2011","14875.7571231367"
"Repartition des ménages par zones","Urban","Kolda","","2012","14644.4422179497"
"Repartition des ménages par zones","Urban","Kolda","","2013","22630"
"Repartition des ménages par zones","Urban","Kolda","","2014","24134.113194645"
"Repartition des ménages par zones","Urban","Kolda","","2015","25349.0097679162"
"Repartition des ménages par zones","Urban","Kolda","","2016","26525.6198235055"
"Repartition des ménages par zones","Urban","Kolda","","2017","27856.8433773292"
"Repartition des ménages par zones","Urban","Kolda","","2018","29250.8995089515"
"Repartition des ménages par zones","Urban","Louga","","1986","8478.3695214744"
"Repartition des ménages par zones","Urban","Louga","","1987","8768.07540802318"
"Repartition des ménages par zones","Urban","Louga","","1988","9067.77777777778"
"Repartition des ménages par zones","Urban","Louga","","1989","9386.64618333333"
"Repartition des ménages par zones","Urban","Louga","","1990","11100.9980289163"
"Repartition des ménages par zones","Urban","Louga","","1991","11445.6172479816"
"Repartition des ménages par zones","Urban","Louga","","1992","11799.5543714298"
"Repartition des ménages par zones","Urban","Louga","","1993","12163.5565008116"
"Repartition des ménages par zones","Urban","Louga","","1994","12538.8715371012"
"Repartition des ménages par zones","Urban","Louga","","1995","12926.9921332471"
"Repartition des ménages par zones","Urban","Louga","","1996","13260.5465089102"
"Repartition des ménages par zones","Urban","Louga","","1997","13668.9738274493"
"Repartition des ménages par zones","Urban","Louga","","1998","14089.2656872032"
"Repartition des ménages par zones","Urban","Louga","","1999","14521.6690398204"
"Repartition des ménages par zones","Urban","Louga","","2000","14965.6900963226"
"Repartition des ménages par zones","Urban","Louga","","2001","11331.8"
"Repartition des ménages par zones","Urban","Louga","","2002","13157"
"Repartition des ménages par zones","Urban","Louga","","2003","13583.816669755"
"Repartition des ménages par zones","Urban","Louga","","2004","14024.4793887296"
"Repartition des ménages par zones","Urban","Louga","","2005","14479.437326538"
"Repartition des ménages par zones","Urban","Louga","","2006","14949.1542239797"
"Repartition des ménages par zones","Urban","Louga","","2007","15434.1088657319"
"Repartition des ménages par zones","Urban","Louga","","2008","15934.7955683775"
"Repartition des ménages par zones","Urban","Louga","","2009","16451.7246842643"
"Repartition des ménages par zones","Urban","Louga","","2010","16985.4231217093"
"Repartition des ménages par zones","Urban","Louga","","2011","17536.4348820794"
"Repartition des ménages par zones","Urban","Louga","","2012","18105.3216142938"
"Repartition des ménages par zones","Urban","Louga","","2013","22031"
"Repartition des ménages par zones","Urban","Louga","","2014","23277.8383135986"
"Repartition des ménages par zones","Urban","Louga","","2015","24255.6801172489"
"Repartition des ménages par zones","Urban","Louga","","2016","25270.4566748558"
"Repartition des ménages par zones","Urban","Louga","","2017","26209.7376661992"
"Repartition des ménages par zones","Urban","Louga","","2018","27298.0352906443"
"Repartition des ménages par zones","Urban","Matam","","2002","5998"
"Repartition des ménages par zones","Urban","Matam","","2003","8351.50096107056"
"Repartition des ménages par zones","Urban","Matam","","2004","8918.09079824069"
"Repartition des ménages par zones","Urban","Matam","","2005","9508.30489238256"
"Repartition des ménages par zones","Urban","Matam","","2006","10122.9752320794"
