"","id","gender","height","religion","caste","mother_tongue","profession","location","country","age_of_marriage","weight"
"1298",1298,"female",171.704,"Hindu"," Baidya","Bengali","Finance Professional","Mumbai"," India",26,64.9085944829939
"1299",1299,"",148.59,"","others","Hindi","","Valsad"," India",23,57.4862085716651
"1300",1300,"female",168.402,"Jain"," Shwetamber","Gujarati","Not working","Mumbai"," India",35,66.0793865311711
"1301",1301,"female",188.214,"Hindu"," Bhatia","Punjabi","Consultant / Supervisor / Team Leads","New York- NY"," USA",30,80.3600960720921
"1302",1302,"male",188.214,"Hindu"," Panchal","Gujarati","Non IT Engineer (Others)","Anand"," India",32,68.9827513612847
"1303",1303,"male",191.516,"","others","Kannada","","Bhatkal"," India",27,91.9091444065321
"1304",1304,"male",181.61,"Hindu"," Saini","Hindi","Non IT Engineer (Others)","Jaipur"," India",30,73.1302276337086
"1305",1305,"male",181.61,"Hindu"," Scheduled Caste (SC)","Punjabi","Team Member / Staff","Melbourne"," Australia",32,67.2120777892792
"1306",1306,"male",188.214,"Hindu"," Billava","Kannada","Finance Professional","Mangaluru / Mangalore"," India",31,67.3810241363687
"1307",1307,"male",148.59,"Hindu"," Vaishnav","Gujarati","Not Specified","Kheda"," India",32,64.9549741320749
"1308",1308,"male",184.912,"Hindu"," Billava","Tulu","Designer (Others)","Udupi"," India",28,72.1907852533223
"1309",1309,"female",NA,"","others","","","Ernakulam"," India",27,NA
"1310",1310,"female",184.912,"Hindu"," Brahmin","Hindi","Not working","Madhubani"," India",29,87.0767646902962
"1311",1311,"female",178.308,"","others","Telugu","","Hyderabad"," India",27,68.2527124900111
"1312",1312,"male",168.402,"Hindu"," Billava","Kannada","Not Specified","Ambala"," India",31,70.2813078017199
"1313",1313,"female",165.1,"Hindu"," Saini","Hindi","Managers and Senior Executives","Aligarh"," India",29,53.2047780317963
"1314",1314,"male",181.61,"Hindu"," Vaishnav","Gujarati","Banking Professional","Ahmedabad"," India",30,78.7821688601744
"1315",1315,"male",171.704,"","others","Telugu","","Warangal"," India",27,73.1810220885998
"1316",1316,"male",188.214,"Hindu"," Arora","Punjabi","Software Professional (Others)","Delhi"," India",36,57.9498522570543
"1317",1317,"female",168.402,"Hindu"," Brahmin","Marathi","Not Specified","Pune"," India",31,56.851271558507
"1318",1318,"male",181.61,"Hindu"," Arora","Hindi","Entrepreneurs / Business ","Sydney"," Australia",35,74.9856875876132
"1319",1319,"male",208.026,"Hindu"," Viswabrahmin","Telugu","Architect","Toronto"," Canada",29,90.6684043116348
"1320",1320,"male",188.214,"Hindu"," Valmiki","Kannada","Agricultural Professional (Others)","Shirhatti"," India",31,78.459048512988
"1321",1321,"male",168.7322,"","others","Telugu","","Andhra Pradesh"," India",30,62.1487098089775
"1322",1322,"female",178.308,"Sikh"," Khatri","Punjabi","Teacher","Gujarat"," India",28,76.3194471251848
"1323",1323,"female",175.006,"Hindu"," Arya Vysya","Hindi","Customer Support / BPO / KPO Professional","Delhi"," India",25,72.2496447453692
"1324",1324,"male",165.1,"Hindu"," Brahmin","Gujarati","Finance Professional","Ahmedabad"," India",30,53.6814087496291
"1325",1325,"male",181.61,"Hindu"," Lingayath","Kannada","Admin Professional","Hubbali-Dharwad"," India",33,64.5804380435613
"1326",1326,"male",184.912,"Hindu"," Saini","Hindi","Not Specified","Deoria"," India",32,79.9188002241159
"1327",1327,"male",194.818,"Hindu"," Brahmin","Gujarati","Banking Professional","Valsad"," India",33,76.6451729062537
"1328",1328,"female",178.308,"","","","Teacher","Allahabad"," India",35,86.428510906167
"1329",1329,"male",191.516,"","others","","","Secunderabad"," India",24,71.7249329951021
"1330",1330,"female",171.704,"Hindu"," Arya Vysya","Telugu","Not working","Srikakulam"," India",26,70.9507096711239
"1331",1331,"male",188.214,"","others","Kannada","Not Specified","Shivamogga"," India",24,68.8320696433688
"1332",1332,"female",171.704,"Hindu"," Bhandari","Konkani","Not working","Goa"," India",29,66.7315098625154
"1333",1333,"male",188.214,"","","Telugu","","Mumbai"," India",30,64.8341126476936
"1334",1334,"female",168.402,"Christian"," Born Again","Malayalam","Dentist","Kottayam"," India",31,74.4295702387311
"1335",1335,"male",168.402,"Sikh"," Ramdasia","Punjabi","Banking Professional","Jalandhar"," India",32,64.3776706523059
"1336",1336,"male",168.402,"","others","Telugu","Not working","Visakhapatnam"," India",NA,68.1104254047933
"1337",1337,"male",198.12,"Hindu"," Arora","Hindi","Consultant / Supervisor / Team Leads","Faridabad"," India",35,78.957633705895
"1338",1338,"male",191.516,"","others","Telugu","","Guntur"," India",28,77.4121606201486
"1339",1339,"female",175.006,"Hindu"," Kshatriya","Marathi","Doctor / Healthcare Professional","Mumbai"," India",29,72.5383380104912
"1340",1340,"male",168.402,"","others","Malayalam","Software Professional","Coimbatore"," India",24,65.0710355134264
"1341",1341,"female",231.14,"","others","Tamil","","Erode"," India",29,96.3435359122038
"1342",1342,"female",165.1,"","others","Marathi","Not Specified",""," India",22,65.6659390779391
"1343",1343,"male",191.516,"Hindu"," Sahu","Hindi","Dentist","Chhindwara"," India",28,78.4573245534483
"1344",1344,"male",191.516,"","others","Sindhi","",""," India",29,80.060578345488
"1345",1345,"male",194.818,"Hindu"," Panchal","Gujarati","Jewellery Designer","Rajkot"," India",32,83.0277696044657
"1346",1346,"male",184.912,"Sikh"," Ramdasia","Punjabi","Lawyer","Ludhiana"," India",32,84.4687470655695
"1347",1347,"male",191.516,"Hindu"," Lingayath","Kannada","Banking Professional","Hyderabad"," India",34,68.7923317698497
"1348",1348,"male",188.214,"Hindu"," Ahom","Assamese","Investment Professional","Sibsagar"," India",29,75.1892499991752
"1349",1349,"male",188.214,"Hindu"," Agarwal","Punjabi","Entrepreneurs / Business ","Sangrur"," India",31,79.7235338486745
"1350",1350,"female",171.704,"Hindu"," Panchal","Gujarati","Not Specified","Ahmedabad"," India",27,70.8329321781799
"1351",1351,"female",165.1,"Hindu"," Brahmin","Marathi","Not Specified","Pune"," India",31,80.8126645784315
"1352",1352,"female",181.61,"Hindu"," Kshatriya","Hindi","Banking Professional","Hyderabad"," India",30,69.3860662889093
"1353",1353,"female",171.704,"Hindu"," Bhandari","Marathi","Accounting Professional (Others)","Mumbai"," India",31,71.0104624386499
"1354",1354,"male",214.63,"","others","Hindi","Not working","Jodhpur"," India",21,77.2508938057836
"1355",1355,"female",NA,"","others","Kannada","Software Professional (Others)","Bengaluru / Bangalore"," India",25,NA
"1356",1356,"female",171.704,"Hindu"," Sahu","Hindi","Teacher","Jabalpur"," India",27,71.3922406946086
"1357",1357,"male",168.7322,"Hindu"," Kshatriya","Gujarati","Non IT Engineer (Others)","Richmond- VA"," USA",31,59.7552735854514
"1358",1358,"male",184.912,"","others","Kannada","","Al Jumaliyah"," Qatar",32,75.0368407340801
"1359",1359,"male",191.516,"Hindu"," Arya Vysya","Telugu","Software Professional (Others)","Bengaluru / Bangalore"," India",29,78.4240823134757
"1360",1360,"male",148.59,"Hindu"," Ahom","Assamese","Banking Professional","Adamsville- AL"," USA",30,66.8545705007549
"1361",1361,"male",188.214,"","others","Bengali","Banking Professional","Kharagpur"," India",27,73.8590575410229
"1362",1362,"female",165.1,"Hindu"," Baishnab","Odia","Banking Professional","Guwahati"," India",26,60.4053791662165
"1363",1363,"female",155.194,"Hindu"," Baishnab","Bengali","Company Secretary","Howra"," India",26,57.4303744847263
"1364",1364,"male",168.7322,"Sikh"," Khatri","Punjabi","Entrepreneurs / Business ","Delhi"," India",31,68.7565047831575
"1365",1365,"male",191.516,"Hindu"," Balija","Telugu","Consultant / Supervisor / Team Leads","Bengaluru / Bangalore"," India",28,63.9595537804283
"1366",1366,"female",171.704,"Hindu"," Kalita","Assamese","Student","Guwahati"," India",29,71.8793024259419
"1367",1367,"female",171.704,"","others","Telugu","","Manugur"," India",26,70.3207562376903
"1368",1368,"female",168.402,"","others","Tulu","",""," India",28,61.531752930251
"1369",1369,"female",168.402,"Hindu"," Ahom","Assamese","Other Airline Professional","Alipore"," India",27,67.3233217688249
"1370",1370,"female",178.308,"Hindu"," Lingayath","Kannada","Software Professional","Bengaluru / Bangalore"," India",31,70.4205490382921
"1371",1371,"female",178.308,"Hindu"," Brahmin","Hindi","Accounting Professional (Others)","Patna"," India",29,72.5034898880032
"1372",1372,"male",188.214,"Hindu"," Sindhi-Sakkhar","Sindhi","Entrepreneurs / Business ","Bhavnagar"," India",28,78.0141441564545
"1373",1373,"female",194.818,"Hindu"," Billava","Tulu","Teacher","Karnataka"," India",30,84.4172703692167
"1374",1374,"male",181.61,"Hindu"," Patel","Hindi","Event Manager","Raipur"," India",32,73.0970519575193
"1375",1375,"female",165.1,"Hindu"," Brahmin","Marathi","HR Professional","Mumbai"," India",28,67.8625123964354
"1376",1376,"male",NA,"","","","Chartered Accountant",""," India",34,NA
"1377",1377,"male",188.214,"Hindu"," Vanniyar","Tamil","Mechanical / Production Engineer","Salem"," India",29,69.5268038304467
"1378",1378,"female",155.194,"Hindu"," Saini","Hindi","Teacher","Saharanpur"," India",30,65.0558971882636
"1379",1379,"male",175.006,"Hindu"," Brahmin","Marathi","Consultant / Supervisor / Team Leads","Mumbai"," India",30,65.3256868193297
"1380",1380,"female",168.402,"Jain"," Shwetamber","Gujarati","Not working","Ratnagiri"," India",33,65.7236319532864
"1381",1381,"male",191.516,"Hindu"," Sindhi-Sakkhar","Sindhi","Not Specified","Delhi"," India",28,76.6158971955016
"1382",1382,"male",178.308,"","others","Hindi","",""," India",31,83.6880388925929
"1383",1383,"male",191.516,"Sikh"," Ramdasia","Punjabi","Not working","Mohali"," India",30,75.1885467640742
"1384",1384,"female",NA,"","others","Telugu","Lecturer","Chennai"," India",30,NA
"1385",1385,"male",168.402,"Hindu"," Viswabrahmin","Telugu","Software Professional","San Diego- CA"," USA",28,62.6412411604046
"1386",1386,"male",148.59,"Hindu"," Baidya","Bengali","Banking Professional","Krishnanagar"," India",28,67.395586043425
"1387",1387,"male",178.308,"Hindu"," Baidya","Bengali","Not working","Kolkata"," India",28,65.8111744810906
"1388",1388,"female",175.006,"","","Hindi","Software Professional","Pune"," India",34,71.5166727717887
"1389",1389,"female",171.704,"Sikh"," Ramdasia","Punjabi","Teacher","Punjab"," India",29,65.7054773491839
"1390",1390,"female",181.61,"Hindu"," Arya Vysya","Telugu","Not working","Nellore"," India",24,69.2755035375943
"1391",1391,"female",148.59,"Hindu"," Sahu","Hindi","Banking Professional","Lucknow"," India",27,49.6917753745129
"1392",1392,"female",165.1,"Hindu"," Goud","Chattisgarhi","HR Professional","Delhi"," India",29,59.4619561558433
"1393",1393,"male",204.724,"","others","","","Bengaluru / Bangalore"," India",25,86.1368359468364
"1394",1394,"female",171.704,"Hindu"," Lingayath","Kannada","Not working","Belagavi / Belagaum"," India",32,67.0353062804441
"1395",1395,"female",171.704,"Sikh"," Gursikh","Punjabi","HR Professional","Mumbai"," India",32,76.3035941551752
"1396",1396,"male",184.912,"Hindu"," Agri","Marathi","Doctor / Healthcare Professional","Maharashtra"," India",31,79.8112859098635
"1397",1397,"female",165.1,"Christian"," Marthoma","Malayalam","Teacher","New York- NY"," USA",30,74.3218321393475
"1398",1398,"female",NA,"","others","Hindi","","Moradabad"," India",29,NA
"1399",1399,"male",151.892,"Hindu"," Baishya","Bengali","Fashion Designer","Silchar"," India",30,70.6749764701052
"1400",1400,"male",191.516,"Hindu"," Thakur","Hindi","Surgeon","Agra"," India",29,79.1983856791696
"1401",1401,"female",135.7122,"Hindu"," Brahmin","Telugu","Not working","Khammam"," India",28,60.2968386211972
"1402",1402,"female",175.006,"Hindu"," Kayastha","Bengali","HR Professional","Bengaluru / Bangalore"," India",33,70.6692921739687
"1403",1403,"male",168.402,"Sikh"," Kshatriya","Punjabi","Mechanical / Production Engineer","Surrey"," Canada",30,67.3884042540077
"1404",1404,"female",155.194,"Christian"," Roman Catholic","Tamil","Customer Support / BPO / KPO Professional","Pune"," India",32,56.6034023371321
"1405",1405,"female",188.214,"Hindu"," Ahom","Assamese","Banking Professional","Chittoor"," India",29,86.6379026670066
"1406",1406,"female",181.61,"Hindu"," Brahmin","Marathi","Legal Professional (Others)","Mumbai"," India",30,71.7461239506083
"1407",1407,"male",NA,"","others","Hindi","",""," India",32,NA
"1408",1408,"male",175.006,"Hindu"," Baidya","Bengali","Company Secretary","Barasat"," India",28,85.3632833023608
"1409",1409,"male",165.1,"","others","Tamil","Agricultural Professional (Others)","Dharmapuri"," India",21,63.0838665983031
"1410",1410,"male",NA,"","others","Telugu","Writer","Kurnool"," India",24,NA
"1411",1411,"male",155.194,"Christian"," Born Again","Hindi","Banking Professional","Rohtak"," India",32,57.0516266686308
"1412",1412,"female",175.006,"Hindu"," Brahmin","Marathi","Artist (Others)","Mumbai"," India",30,67.2577933310547
"1413",1413,"male",168.7322,"","others","Malayalam","Consultant / Supervisor / Team Leads","Palakkad"," India",29,63.6171009854854
"1414",1414,"male",168.7322,"Christian"," Born Again","Telugu","Non IT Engineer (Others)","Bengaluru / Bangalore"," India",33,59.4094070732852
"1415",1415,"male",191.516,"Hindu"," Sahu","Hindi","Marketing Professional","Jabalpur"," India",29,75.8224110149439
"1416",1416,"male",191.516,"","","Hindi","Banking Professional","Lucknow"," India",NA,77.2230384115479
"1417",1417,"female",181.61,"Hindu"," Kshatriya","Hindi","Finance Professional","Jaipur"," India",29,73.4999942739205
"1418",1418,"female",168.402,"Hindu"," Arora","Hindi","Admin Professional","Delhi"," India",33,74.7618719903571
"1419",1419,"female",178.308,"","others","Telugu","","Vijayawada"," India",23,76.6672543476248
"1420",1420,"male",188.214,"Hindu"," Panchal","Gujarati","Entrepreneurs / Business ","Ahmedabad"," India",29,83.7046326473155
"1421",1421,"male",194.818,"Hindu"," Rajput - Lodhi","Hindi","Agricultural Professional (Others)","Seoni"," India",28,79.8357884270042
"1422",1422,"male",184.912,"Hindu"," Agri","Marathi","Admin Professional","Raigad"," India",28,78.1142120464881
"1423",1423,"male",188.214,"Hindu"," Ahom","Assamese","Marketing Professional","Guwahati"," India",27,71.4920600716602
"1424",1424,"female",168.402,"","others","","","Hyderabad"," India",29,70.0061768205405
"1425",1425,"",NA,"","others","Hindi","Farming","Durg"," India",24,NA
"1426",1426,"female",181.61,"","others","Hindi","Finance Professional","Mysuru / Mysore"," India",25,69.9066370361417
"1427",1427,"male",191.516,"Christian"," Roman Catholic","Konkani","Sales Professional / Marketing","Dubai"," United Arab Emirates",30,74.4629840530105
"1428",1428,"male",184.912,"Hindu"," Brahmin","Hindi","Managers and Senior Executives","Delhi"," India",31,76.2910880557442
"1429",1429,"male",188.214,"Hindu"," Goud","Telugu","Mechanical / Production Engineer","Windsor"," Canada",32,62.8273133647648
"1430",1430,"female",178.308,"Christian"," Marthoma","English","Nurse","Carrollton- TX"," USA",29,77.4665573452125
"1431",1431,"female",175.006,"Hindu"," Sahu","Hindi","Not working","Bihar Sharif"," India",26,72.7213741193595
"1432",1432,"female",171.704,"Hindu"," Scheduled Caste (SC)","Hindi","Science Professional (Others)","New York- NY"," USA",34,71.3173779591305
"1433",1433,"female",165.1,"Christian"," Marthoma","Malayalam","Training Professional (Others)","Los Angeles- CA"," USA",30,64.9491509568153
"1434",1434,"female",135.7122,"Hindu"," Rajput - Lodhi","Chattisgarhi","Not working","Durg"," India",29,46.4253376957041
"1435",1435,"female",168.402,"Hindu"," Scheduled Caste (SC)","Hindi","Teacher","Haldwani"," India",33,66.6975268433833
"1436",1436,"male",168.7322,"","others","","","Tokyo"," Japan",32,68.0511485865022
"1437",1437,"male",165.1,"Hindu"," Rajput - Lodhi","Hindi","Marketing Professional","Indore"," India",28,74.5485104940533
"1438",1438,"female",175.006,"Hindu"," Balija","Telugu","Managers and Senior Executives","Bengaluru / Bangalore"," India",26,65.2182039370052
"1439",1439,"female",178.308,"Hindu"," Vanniyar","Tamil","Not Specified","Chennai"," India",30,83.4973667031377
"1440",1440,"male",188.214,"Hindu"," Agri","Marathi","Team Member / Staff","Mumbai"," India",28,83.931706962909
"1441",1441,"male",194.818,"Hindu"," Baniya","Hindi","Entrepreneurs / Business ","Pune"," India",33,77.2330242842331
"1442",1442,"female",161.798,"Hindu"," Baishya","Assamese","Not working","Dispur"," India",27,71.7256711617684
"1443",1443,"female",135.7122,"","others","Punjabi","","Delhi"," India",25,55.5184502487222
"1444",1444,"male",168.402,"Hindu"," Brahmin","Bengali","Electronics / Telecom Engineer","Kolkata"," India",32,71.0381450390939
"1445",1445,"female",175.006,"","","","","Mumbai"," India",28,74.1559347293886
"1446",1446,"male",178.308,"Hindu"," Saini","Rajasthani","Agent / Broker / Trader / Contractor","Alwar"," India",32,72.6606951170789
"1447",1447,"male",194.818,"","others","Kannada","Sales Professional / Marketing","Shivamogga"," India",29,76.9285174453428
"1448",1448,"male",191.516,"Hindu"," Goud","Telugu","Non IT Engineer (Others)","Bengaluru / Bangalore"," India",31,76.9166769576849
"1449",1449,"male",184.912,"Hindu"," Lingayath","Kannada","Investment Professional","Bengaluru / Bangalore"," India",32,67.6287431174139
"1450",1450,"male",188.214,"","others","Tamil","Not Specified","Dindigul"," India",27,71.8343846438382
"1451",1451,"male",151.892,"Hindu"," Brahmin","Hindi","Sales Professional / Marketing","Karnal"," India",31,63.6436633694828
"1452",1452,"female",168.402,"Hindu"," Brahmin","Marathi","Not working","Indore"," India",29,72.5803405836942
"1453",1453,"female",175.006,"","","","",""," India",34,56.1639422308557
"1454",1454,"female",188.214,"Hindu"," Ahom","Assamese","Air Hostess / Flight Attendant","Bardhaman"," India",28,75.9143487585031
"1455",1455,"male",184.912,"Hindu"," Thakur","Marathi","Doctor / Healthcare Professional","Pune"," India",31,69.4216605589671
"1456",1456,"female",175.006,"Hindu"," Baidya","Bengali","Finance Professional","Mumbai"," India",26,77.4787879983136
"1457",1457,"female",168.402,"Hindu"," OBC - Barber/Naayee","Hindi","Banking Professional","Jamshedpur"," India",29,66.0718203393212
"1458",1458,"female",165.1,"Hindu"," Sahu","Hindi","Consultant / Supervisor / Team Leads","Durg"," India",29,57.4204365684394
"1459",1459,"male",181.61,"Hindu"," Panchal","Gujarati","Accounting Professional (Others)","Ahmedabad"," India",31,76.494666955954
"1460",1460,"female",165.1,"","","Kannada","Admin Professional",""," India",30,69.2167896590065
"1461",1461,"male",184.912,"Hindu"," Agarwal","Punjabi","Entrepreneurs / Business ","Bathinda"," India",33,78.6400928773373
"1462",1462,"female",168.402,"Hindu"," Ahom","Assamese","Public Relations Professional","Golaghat"," India",30,65.8117885381138
"1463",1463,"female",165.1,"Hindu"," Sahu","Hindi","Not working","Rajnandgaon"," India",27,71.2027402442997
"1464",1464,"female",NA,"","others","Kannada","Teacher",""," India",33,NA
"1465",1465,"female",181.61,"","others","Telugu","","Bellampalle"," India",23,79.0106490183847
"1466",1466,"male",184.912,"","","Malayalam","Mechanical / Production Engineer","Al-Kuwayt"," Kuwait",29,76.5388294936503
"1467",1467,"male",168.402,"Hindu"," Arya Vysya","Telugu","Lecturer","Bengaluru / Bangalore"," India",31,70.8697118902894
"1468",1468,"male",148.59,"Hindu"," Baishya","Assamese","Not Specified","Chittoor"," India",30,57.1635737031036
"1469",1469,"female",188.214,"Hindu"," Brahmin","Telugu","Software Professional","Texas"," USA",29,75.0041629069785
"1470",1470,"female",175.006,"Hindu"," Saini","Punjabi","Not Specified","Delhi-NCR"," India",30,74.9821868423657
"1471",1471,"male",168.7322,"","others","Hindi","","","",32,62.3455184351857
"1472",1472,"male",194.818,"","others","Telugu","Logistics and Travel Professional","Guntur"," India",30,81.8492624032716
"1473",1473,"female",175.006,"Hindu"," Brahmin","Marathi","Not working","Pune"," India",28,61.8216757757191
"1474",1474,"male",188.214,"Hindu"," Kalita","Assamese","Chartered Accountant","Jorhat"," India",30,69.0166559556004
"1475",1475,"male",184.912,"Christian"," Roman Catholic","English","Chef / Sommelier / Food Critic","Mumbai"," India",31,75.3904660432941
"1476",1476,"male",165.1,"Hindu"," Baishnab","Bengali","Banking Professional","Kolkata"," India",28,56.3798366564865
"1477",1477,"female",135.382,"Hindu"," Brahmin","Telugu","Advertising Professional","Pune"," India",31,57.0184135709337
"1478",1478,"female",175.006,"","others","Hindi","Lecturer","Varanasi"," India",30,71.1004013134941
"1479",1479,"male",188.214,"Hindu"," Vanniyar","Tamil","Physiotherapist / Occupational Therapist","Chennai"," India",31,75.7559011766417
"1480",1480,"female",175.006,"Muslim"," Memon","Hindi","Not Specified","Dehradun"," India",28,54.9088052826181
"1481",1481,"male",201.422,"Hindu"," Arya Vysya","Telugu","Entrepreneurs / Business ","Namakkal"," India",28,87.1352272778713
"1482",1482,"male",181.61,"","others","Bengali","Not Specified","West Bengal"," India",28,71.2218605900624
"1483",1483,"male",168.7322,"Sikh"," Gursikh","Punjabi","Mechanical / Production Engineer","Toronto"," Canada",32,56.4045194105553
"1484",1484,"female",178.308,"Hindu"," Sahu","Hindi","Lecturer","Allahabad"," India",28,76.0835965431291
"1485",1485,"male",155.194,"Hindu"," Ahom","Assamese","Company Secretary","Adamsville- AL"," USA",28,63.3162082007456
"1486",1486,"male",168.7322,"Hindu"," Vanniyar","Tamil","Investment Professional","Vellore"," India",31,70.6958550588337
"1487",1487,"female",188.214,"","","Kannada","","Mumbai"," India",28,70.9763721209148
"1488",1488,"male",198.12,"Hindu"," Agarwal","Punjabi","Software Professional","Bengaluru / Bangalore"," India",31,75.7082705210993
"1489",1489,"male",168.7322,"","others","Tamil","Defense Services","Virudhunagar"," India",34,60.3780870212511
"1490",1490,"female",175.006,"Hindu"," Valmiki","Hindi","Research Scholar","Bareilly"," India",28,64.9623130545779
"1491",1491,"female",184.912,"Sikh"," Khatri","Punjabi","Not working","Ganganagar"," India",28,63.8983592038698
"1492",1492,"female",165.1,"Hindu"," Sahu","Hindi","HR Professional","Lohardaga"," India",28,56.0483436635587
"1493",1493,"female",181.61,"Hindu"," Bhandari","Tulu","Electronics / Telecom Engineer","Hillsboro- OR"," USA",30,70.9853150651966
"1494",1494,"male",191.516,"Hindu"," Brahmin","Marathi","Non IT Engineer (Others)","Pune"," India",32,80.6339441767975
"1495",1495,"female",155.194,"","others","Hindi","",""," India",29,61.3189516574522
"1496",1496,"male",168.7322,"Jain"," Shwetamber","Gujarati","Medical / Healthcare Professional (Others)","Newcastle Upon Tyne"," United Kingdom",33,68.6170216817785
"1497",1497,"male",191.516,"Sikh"," Kshatriya","Punjabi","Defense Services","Muktsar"," India",30,76.5766739109079
"1498",1498,"female",165.1,"Sikh"," Gursikh","Punjabi","Not working","Delhi"," India",29,64.8876262041898
"1499",1499,"female",135.382,"Hindu"," Goud","Hindi","Not working","Raipur"," India",26,57.2406507900988
"1500",1500,"male",171.704,"","","","","Mumbai"," India",24,70.5350289512568
"1501",1501,"male",181.61,"Hindu"," Brahmin","Marathi","Accounting Professional (Others)","Pune"," India",31,62.2028217047895
"1502",1502,"male",181.61,"Hindu"," Brahmin","Marathi","Entertainment Professional","Pune"," India",33,79.2078214693909
"1503",1503,"male",181.61,"Jain"," Shwetamber","Gujarati","Medical / Healthcare Professional (Others)","Mumbai"," India",33,70.6751090850528
"1504",1504,"female",188.214,"Hindu"," Baniya","Punjabi","Software Professional","Sydney"," Australia",35,75.5245483894201
"1505",1505,"male",191.516,"Hindu"," Patel","Gujarati","Agent / Broker / Trader / Contractor","Orlando- FL"," USA",32,74.2649431015234
"1506",1506,"female",184.912,"","others","Hindi","Finance Professional","Washington- DC"," USA",35,76.342652520461
"1507",1507,"male",175.006,"Hindu"," Baishya","Hindi","Mechanical / Production Engineer","Bilaspur"," India",28,67.1264149699393
"1508",1508,"male",188.214,"Hindu"," Brahmin","Telugu","Software Consultant","Hyderabad"," India",31,74.281461526428
"1509",1509,"female",175.006,"Hindu"," Viswabrahmin","Telugu","Not Specified","Hyderabad"," India",28,64.263129932923
"1510",1510,"male",168.402,"","others","Malayalam","Managers and Senior Executives","Ghaziabad"," India",31,74.2534678275808
"1511",1511,"female",184.912,"Hindu"," Bhandari","Marathi","Customer Support / BPO / KPO Professional","Mumbai"," India",32,79.3169060200952
"1512",1512,"male",184.912,"Sikh"," Kshatriya","Punjabi","Admin Professional","Amritsar"," India",30,87.3024754016299
"1513",1513,"male",184.912,"Hindu"," Panchal","Gujarati","Not Specified","Ahmedabad"," India",30,68.1226759573775
"1514",1514,"female",181.61,"Sikh"," Kshatriya","Punjabi","Admin Professional","Chandigarh"," India",29,72.3629853980176
"1515",1515,"male",188.214,"","others","","","Mumbai"," India",35,78.2867170917827
"1516",1516,"male",184.912,"Hindu"," Rajput - Lodhi","Hindi","Not Specified","Shahjahanpur"," India",29,79.8838041532805
"1517",1517,"male",184.912,"","others","Bengali","Hotel & Hospitality Professional (Others)","Kolkata"," India",24,66.4821692516789
"1518",1518,"male",181.61,"Hindu"," Kayastha","Bengali","Marketing Professional","Kolkata"," India",34,70.5611382073929
"1519",1519,"male",188.214,"","","Kannada","Logistics and Travel Professional","Bengaluru / Bangalore"," India",26,74.619346895341
"1520",1520,"female",181.61,"Hindu"," OBC - Barber/Naayee","Telugu","Finance Professional","Vijayawada"," India",28,71.1645654199346
"1521",1521,"",NA,"","others","Bengali","Banking Professional","Suri"," India",28,NA
"1522",1522,"female",175.006,"Hindu"," Goud","Hindi","Not working","Betul"," India",26,83.4694181285975
"1523",1523,"male",168.7322,"Hindu"," Goud","Hindi","Software Professional (Others)","Delhi"," India",31,62.3307231945136
"1524",1524,"male",194.818,"Hindu"," Brahmin","Odia","Lecturer","Cuttack"," India",31,83.4438655321616
"1525",1525,"female",168.402,"Christian"," Born Again","Telugu","Media Professional","Hyderabad"," India",31,76.607006662559
"1526",1526,"male",198.12,"Sikh"," Ramdasia","Punjabi","Mechanical / Production Engineer","Brisbane"," Australia",32,70.7572749962339
"1527",1527,"female",184.912,"Christian"," Marthoma","Malayalam","Not Specified","Jidd Haffs"," Bahrain",30,57.225903642285
"1528",1528,"female",168.402,"Christian"," Roman Catholic","Konkani","Banking Professional","Mumbai"," India",32,57.3390624486489
"1529",1529,"female",171.704,"Hindu"," Brahmin","Konkani","Doctor / Healthcare Professional","Pleasanton- CA"," USA",30,71.5021399679167
"1530",1530,"female",168.402,"Hindu"," Kayastha","Bengali","Banking Professional","Pune"," India",32,67.0228115279662
"1531",1531,"female",171.704,"Hindu"," Brahmin","Telugu","Not Specified","Houston- TX"," USA",31,66.220403090943
"1532",1532,"female",181.61,"Hindu"," Thakur","Hindi","Teacher","Delhi"," India",28,62.7954510643153
"1533",1533,"male",191.516,"","others","","","Pune"," India",34,81.0026162883937
"1534",1534,"male",184.912,"Hindu"," Sahu","Odia","Farming","Bargarh"," India",30,62.4160242760437
"1535",1535,"female",175.006,"Hindu"," OBC - Barber/Naayee","Telugu","Non IT Engineer (Others)","Hoskote"," India",28,76.1249623723625
"1536",1536,"female",155.194,"Hindu"," OBC - Barber/Naayee","Assamese","Not Specified","Assam"," India",30,61.891599347465
"1537",1537,"male",148.59,"Muslim"," Memon","Gujarati","Banking Professional","Ahmedabad"," India",28,54.0616886373919
"1538",1538,"male",178.308,"Hindu"," Brahmin","Bhojpuri","Farming","Begusarai"," India",30,68.6881578740096
"1539",1539,"male",168.7322,"Hindu"," Thakur","Hindi","Research Assistant","Jaunpur"," India",30,74.4233440830976
"1540",1540,"male",191.516,"","others","","Not Specified","Kannur"," India",30,78.4929398549011
"1541",1541,"female",175.006,"","others","","",""," India",30,60.0272452830646
"1542",1542,"female",158.496,"Christian"," Roman Catholic","Konkani","Software Professional (Others)","Mumbai"," India",31,72.4570401919912
"1543",1543,"male",201.422,"Hindu"," Sahu","Hindi","Entrepreneurs / Business ","Raipur"," India",29,87.6320710072224
"1544",1544,"female",165.1,"Hindu"," Baniya","Hindi","Managers and Senior Executives","Noida"," India",36,60.472037076278
